"key","year","data_type","species","id","emailed","reason_no_email","downloaded","reply_received","undelivered","auto","data_sent","data_available"
187,2016,"observational","human",366,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
188,2011,"observational","nonhuman",110,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
189,2017,"observational","nonhuman",110,FALSE,"materials available",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
190,2002,"experimental","human",123,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
191,1987,"experimental","nonhuman",210,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,2017,"experimental","human",216,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
193,2005,"experimental","nonhuman",157,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
194,1996,"experimental","nonhuman",152,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,2007,"experimental","nonhuman",31,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
196,2003,"experimental","nonhuman",16,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
197,2008,"experimental","human",343,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
198,2009,"experimental","nonhuman",340,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
199,2013,"experimental","nonhuman",67,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,2014,"experimental","nonhuman",349,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
201,2014,"experimental","nonhuman",349,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
202,2016,"observational","human",146,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
203,2017,"experimental","nonhuman",205,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
204,1970,"experimental","human",268,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
205,1997,"experimental","nonhuman",183,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
206,2011,"experimental","human",80,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
207,2012,"experimental","human",80,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
208,2014,"experimental","human",80,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
209,1988,"observational","nonhuman",226,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
210,2001,"experimental","human",61,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
211,1984,"experimental","nonhuman",126,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
212,1986,"observational","human",29,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
213,2011,"observational","human",29,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
214,2013,"observational","human",38,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
215,2016,"observational","human",38,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
216,2016,"observational","human",29,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
217,2016,"observational","human",29,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
218,2002,"experimental","nonhuman",54,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,2000,"experimental","nonhuman",313,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
220,2003,"experimental","nonhuman",313,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,2014,"observational","nonhuman",53,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
222,1995,"observational","nonhuman",151,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
223,1996,"experimental","nonhuman",250,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
224,2006,"observational","nonhuman",206,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,2010,"experimental","nonhuman",159,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
226,2010,"experimental","nonhuman",159,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
227,2007,"experimental","nonhuman",218,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
228,2008,"experimental","human",218,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
229,2010,"experimental","human",218,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
230,2011,"experimental","nonhuman",218,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
231,2013,"experimental","nonhuman",218,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
232,2015,"experimental","nonhuman",218,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
233,2012,"experimental","nonhuman",361,TRUE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
234,2005,"experimental","human",356,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
235,2006,"experimental","human",356,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
236,2010,"experimental","nonhuman",356,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
237,2009,"experimental","nonhuman",64,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
238,2005,"experimental","human",59,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
239,2001,"experimental","nonhuman",214,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
240,1979,"experimental","nonhuman",96,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241,1984,"observational","nonhuman",242,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
242,1996,"observational","nonhuman",242,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
243,2004,"experimental","nonhuman",242,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
244,2009,"observational","nonhuman",336,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
245,2012,"observational","nonhuman",125,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
246,2014,"experimental","human",220,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247,2016,"observational","human",182,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
248,2016,"observational","human",182,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
249,1961,"experimental","human",294,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
250,2010,"observational","nonhuman",2,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
251,2006,"experimental","nonhuman",198,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
252,1968,"experimental","nonhuman",99,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
253,1998,"experimental","nonhuman",14,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
254,1993,"observational","nonhuman",124,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
255,2007,"experimental","human",33,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
256,2007,"experimental","human",245,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
257,2002,"experimental","human",335,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
258,2003,"experimental","human",335,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
259,2016,"observational","human",255,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
260,2017,"experimental","human",156,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
261,2000,"experimental","human",364,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
262,2013,"experimental","human",364,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
263,2003,"experimental","nonhuman",221,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
264,2001,"experimental","nonhuman",222,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
265,2003,"experimental","nonhuman",161,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
266,2012,"experimental","human",230,FALSE,"materials available",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
267,2014,"experimental","human",230,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
268,2015,"experimental","human",355,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
269,2004,"experimental","nonhuman",282,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
270,2009,"experimental","nonhuman",282,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
271,2009,"experimental","nonhuman",165,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
272,2010,"experimental","nonhuman",282,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
273,2015,"experimental","nonhuman",282,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
274,2006,"experimental","nonhuman",32,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
275,2013,"experimental","human",142,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
276,2015,"experimental","human",315,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
277,2009,"observational","nonhuman",141,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
278,2003,"experimental","nonhuman",114,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
279,2013,"observational","human",251,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
280,2015,"observational","nonhuman",185,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
281,2015,"observational","nonhuman",185,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
282,2014,"observational","nonhuman",22,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
283,2016,"observational","human",164,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
284,2016,"observational","human",331,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
285,1973,"experimental","nonhuman",172,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
286,2005,"observational","nonhuman",243,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287,2016,"experimental","nonhuman",144,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
288,2018,"experimental","nonhuman",144,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
289,1998,"experimental","nonhuman",296,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
290,2009,"experimental","nonhuman",231,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
291,1990,"experimental","nonhuman",191,TRUE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
292,1991,"experimental","nonhuman",191,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
293,1992,"experimental","nonhuman",191,TRUE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
294,1993,"experimental","nonhuman",191,TRUE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
295,1997,"experimental","nonhuman",191,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
296,1998,"experimental","nonhuman",191,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
297,1999,"experimental","nonhuman",191,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
298,2015,"observational","nonhuman",239,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
299,1996,"experimental","nonhuman",351,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
300,2007,"experimental","nonhuman",111,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
301,2009,"experimental","nonhuman",111,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
302,1999,"observational","nonhuman",278,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
303,2018,"experimental","human",104,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
304,1986,"experimental","nonhuman",209,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
305,1994,"experimental","nonhuman",209,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
306,1995,"experimental","nonhuman",209,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
307,2003,"experimental","nonhuman",120,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
308,1996,"experimental","human",56,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
309,2009,"experimental","nonhuman",15,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,2010,"experimental","nonhuman",57,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
311,2012,"experimental","nonhuman",57,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
312,2008,"experimental","human",26,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
313,2016,"experimental","nonhuman",72,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
314,2004,"observational","nonhuman",109,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
315,2006,"experimental","nonhuman",109,TRUE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
316,1971,"experimental","nonhuman",289,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
317,2017,"experimental","nonhuman",270,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
318,2014,"observational","nonhuman",219,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
319,2007,"experimental","nonhuman",135,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
320,2007,"experimental","human",90,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
321,2011,"experimental","human",90,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
322,2012,"experimental","nonhuman",301,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
323,2004,"observational","nonhuman",168,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
324,1995,"observational","nonhuman",84,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
325,2002,"experimental","nonhuman",84,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
326,1988,"experimental","nonhuman",25,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
327,1988,"experimental","nonhuman",83,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
328,2003,"observational","nonhuman",154,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
329,2012,"observational","nonhuman",154,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
330,2000,"experimental","nonhuman",60,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
331,1964,"experimental","nonhuman",276,FALSE,"author dead",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
332,2008,"experimental","nonhuman",310,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
333,2008,"experimental","nonhuman",310,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
334,2014,"experimental","human",98,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
335,1981,"experimental","nonhuman",150,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
336,1988,"experimental","nonhuman",150,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
337,1997,"experimental","nonhuman",166,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
338,2015,"observational","human",311,FALSE,"materials available",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
339,1996,"experimental","nonhuman",9,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
340,1996,"observational","nonhuman",337,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
341,2008,"experimental","nonhuman",337,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
342,2009,"observational","nonhuman",217,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
343,2012,"experimental","human",75,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
344,2008,"observational","nonhuman",283,TRUE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
345,2001,"experimental","nonhuman",184,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
346,2004,"observational","human",288,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
347,2005,"experimental","human",288,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
348,2008,"experimental","human",288,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
349,2007,"experimental","human",262,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
350,2010,"experimental","human",262,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
351,2013,"experimental","human",262,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
352,2017,"experimental","human",262,TRUE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
353,2017,"experimental","human",262,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
354,1992,"experimental","nonhuman",199,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
355,1994,"experimental","nonhuman",199,FALSE,"no address available",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
356,1988,"experimental","human",18,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
357,1995,"experimental","human",18,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358,1972,"experimental","nonhuman",113,FALSE,"author dead",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
359,2004,"experimental","human",5,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
360,2006,"experimental","human",5,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
361,2008,"experimental","human",5,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
362,2008,"experimental","human",5,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
363,2011,"experimental","human",5,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
364,2015,"experimental","human",5,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
365,2000,"experimental","nonhuman",274,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
366,2016,"experimental","nonhuman",280,FALSE,"materials available",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
367,1984,"experimental","nonhuman",326,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
368,2015,"observational","human",138,TRUE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
369,2014,"experimental","human",211,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
370,2011,"experimental","nonhuman",178,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
371,2003,"observational","human",128,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
372,2012,"experimental","human",342,TRUE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
